,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4
tone,2.6069480901889334E-6,1.457655347267578E-4,1.0652177872127821E-4,1.1837921291570675E-4,1.9966307834270249E-4,3.244614750667579E-5,1.5120331814442295E-4,3.491855370301426E-4,6.110217322099495E-6,1.7761894696831102E-5
toni,5.4745909893967604E-5,1.927866749611958E-4,6.219497402758503E-4,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,5.973770438164908E-4,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
tonight,2.867642899207827E-5,5.172325425788181E-5,0.0020651480326286517,1.5656605579174117E-4,8.221420872934809E-5,3.244614750667579E-5,1.5120331814442295E-4,4.47547660137225E-4,1.283145637640894E-4,1.7761894696831102E-5
took,4.4578812342230766E-4,7.100192175400139E-4,4.8450228386129763E-4,5.384344845520855E-4,4.737104407738628E-4,3.244614750667579E-5,6.717393314285021E-4,6.442719063513899E-4,0.0012892558549629934,1.7761894696831102E-5
tool,3.1544071891286094E-4,5.172325425788181E-5,3.4361864103638136E-6,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,2.5051891020607927E-4,1.7761894696831102E-5
top,7.06482932441201E-4,8.040614980088899E-4,4.5014041975765954E-4,0.0013021713420727744,8.221420872934809E-5,3.244614750667579E-5,0.0012666376323245924,7.918150910120135E-4,6.110217322099495E-6,0.005346330303746162
topic,1.329543525996356E-4,4.7021140234438E-6,1.7524550692855445E-4,4.2005527163637885E-5,3.9541119436495986E-4,3.244614750667579E-5,2.0077817655243048E-4,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
tori,2.6069480901889334E-6,0.003531287631606294,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,3.247153225724493E-4,0.001578712075868673,6.110217322099495E-6,1.7761894696831102E-5
tortur,2.6069480901889334E-6,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,2.7266172124404146E-5,5.409916770889534E-5,8.004384691950338E-4,1.7761894696831102E-5
total,1.0688487169774627E-4,3.808712358989478E-4,1.4088364282491633E-4,1.947528986677756E-4,3.9541119436495986E-4,3.244614750667579E-5,1.0162845973641542E-4,6.442719063513899E-4,1.8941673698508435E-4,1.7761894696831102E-5
totalitarian,2.6069480901889334E-6,3.338500956645098E-4,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
touch,1.5902383350152493E-4,4.7021140234438E-6,0.0012748251582449747,1.1837921291570675E-4,1.9966307834270249E-4,3.244614750667579E-5,1.7599074734842672E-4,1.5246129081597775E-4,1.283145637640894E-4,1.7761894696831102E-5
tough,2.6330175710908226E-4,5.172325425788181E-5,1.4088364282491633E-4,3.4750027017191337E-4,1.6051345513825102E-4,3.244614750667579E-5,5.478021854084833E-4,3.000044754766014E-4,6.110217322099495E-6,1.7761894696831102E-5
tour,2.867642899207827E-5,1.927866749611958E-4,2.7833109923946884E-4,4.2005527163637885E-5,1.6051345513825102E-4,3.244614750667579E-5,2.751404641644418E-4,4.9181061553541216E-6,1.8941673698508435E-4,1.7761894696831102E-5
toward,9.41108260558205E-4,7.100192175400139E-4,3.779805051400195E-5,5.384344845520855E-4,0.0013741517744762467,3.244614750667579E-5,6.221644730204945E-4,2.5082341392306017E-4,3.7272325664806916E-4,1.7761894696831102E-5
town,2.111627953053036E-4,1.457655347267578E-4,4.5014041975765954E-4,1.947528986677756E-4,1.6051345513825102E-4,3.244614750667579E-5,2.0077817655243048E-4,4.9181061553541216E-6,6.17131949532049E-4,1.9538084166514214E-4
track,2.111627953053036E-4,2.398078151956338E-4,5.188641479649358E-4,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,3.9907761018446064E-4,5.409916770889534E-5,1.8941673698508435E-4,1.7761894696831102E-5
trade,9.150387796563157E-4,1.457655347267578E-4,2.7833109923946884E-4,2.711265844198445E-4,3.171119479560569E-4,3.244614750667579E-5,2.9992789336844554E-4,6.93452967904931E-4,3.7272325664806916E-4,1.9538084166514214E-4
tradit,5.761355279317543E-4,2.868289554300718E-4,3.779805051400195E-5,1.1837921291570675E-4,1.9966307834270249E-4,3.244614750667579E-5,2.751404641644418E-4,3.983665985836838E-4,1.283145637640894E-4,1.7761894696831102E-5
traffick,3.1544071891286094E-4,4.7021140234438E-6,1.0652177872127821E-4,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,7.393362959740388E-4,1.7761894696831102E-5
tragedi,5.4745909893967604E-5,4.7021140234438E-6,3.4361864103638136E-6,8.019237003967232E-5,4.306458552489662E-5,3.244614750667579E-5,1.0162845973641542E-4,5.409916770889534E-5,6.78234122753044E-4,1.7761894696831102E-5
trail,2.6069480901889334E-6,5.172325425788181E-5,3.4361864103638136E-6,1.5656605579174117E-4,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
train,0.0018274706112224421,4.278923761333858E-4,2.4396923513583072E-4,8.019237003967232E-5,1.2136383193379956E-4,3.244614750667579E-5,1.264158889404192E-4,5.459097832443074E-4,4.338254298690641E-4,1.9538084166514214E-4
transfer,3.1544071891286094E-4,5.172325425788181E-5,7.215991461764009E-5,4.2005527163637885E-5,1.6051345513825102E-4,3.244614750667579E-5,7.684103053241167E-5,6.442719063513899E-4,1.283145637640894E-4,1.7761894696831102E-5
transform,3.1544071891286094E-4,4.749135163678238E-4,3.4361864103638136E-6,4.2005527163637885E-5,8.221420872934809E-5,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,6.721239054309445E-5,1.7761894696831102E-5
transit,6.804134515393116E-4,4.7021140234438E-6,4.5014041975765954E-4,1.947528986677756E-4,8.221420872934809E-5,3.244614750667579E-5,1.264158889404192E-4,5.409916770889534E-5,6.721239054309445E-5,3.7299978863345314E-4
translat,1.8509331440341427E-4,9.874439449231981E-5,1.7524550692855445E-4,8.019237003967232E-5,3.5626157116050834E-4,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
transpar,3.675796807166396E-4,4.7021140234438E-6,3.779805051400195E-5,1.947528986677756E-4,4.306458552489662E-5,3.244614750667579E-5,1.264158889404192E-4,2.0164235236951896E-4,6.110217322099495E-6,1.7761894696831102E-5
transport,1.5902383350152493E-4,4.7021140234438E-6,3.779805051400195E-5,4.2005527163637885E-5,4.306458552489662E-5,3.244614750667579E-5,2.7266172124404146E-5,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
trap,2.6069480901889334E-6,4.7021140234438E-6,1.0652177872127821E-4,3.818684287603444E-6,3.9149623204451475E-6,3.5690762257343373E-4,1.0162845973641542E-4,1.0328022926243655E-4,1.8941673698508435E-4,1.7761894696831102E-5
travel,7.06482932441201E-4,9.874439449231981E-5,0.0023744048095613946,2.3293974154381004E-4,3.171119479560569E-4,3.244614750667579E-5,4.2386503938846444E-4,3.000044754766014E-4,6.17131949532049E-4,1.7761894696831102E-5
treasuri,3.1544071891286094E-4,9.874439449231981E-5,3.4361864103638136E-6,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,3.983665985836838E-4,6.110217322099495E-6,1.7761894696831102E-5
treat,2.111627953053036E-4,5.172325425788181E-5,2.4396923513583072E-4,8.019237003967232E-5,3.171119479560569E-4,3.244614750667579E-5,2.2556560575643424E-4,2.0164235236951896E-4,2.5051891020607927E-4,1.7761894696831102E-5
treati,2.6330175710908226E-4,4.7021140234438E-6,3.4705482744674514E-4,7.675555418082922E-4,3.171119479560569E-4,3.244614750667579E-5,0.0012666376323245924,4.9181061553541216E-6,6.110217322099495E-6,0.007477757667365894
treatment,1.5902383350152493E-4,9.874439449231981E-5,3.4361864103638136E-6,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,5.205360132840791E-5,5.409916770889534E-5,6.721239054309445E-5,1.7761894696831102E-5
tremend,2.111627953053036E-4,4.7021140234438E-6,3.4361864103638136E-6,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
trend,1.0688487169774627E-4,7.570403577744519E-4,3.779805051400195E-5,4.2005527163637885E-5,4.3456081756941133E-4,3.244614750667579E-5,1.264158889404192E-4,2.5082341392306017E-4,6.721239054309445E-5,1.7761894696831102E-5
tri,7.586218942449796E-4,5.172325425788181E-5,0.0024087666736650327,0.001531292399328981,0.0012175532816584408,3.244614750667579E-5,0.0021589850836687277,8.90177214119096E-4,9.226428156370237E-4,1.7761894696831102E-5
trial,8.081539079585694E-5,1.927866749611958E-4,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,1.5246129081597775E-4,0.0010448471620790136,1.7761894696831102E-5
tribal,2.3723227620719292E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,3.7272325664806916E-4,1.7761894696831102E-5
tribe,1.0688487169774627E-4,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.17131949532049E-4,1.7761894696831102E-5
trigger,8.081539079585694E-5,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,1.264158889404192E-4,5.409916770889534E-5,1.283145637640894E-4,1.9538084166514214E-4
trillion,8.081539079585694E-5,4.7021140234438E-6,3.4361864103638136E-6,3.0931342729587893E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,2.5082341392306017E-4,6.110217322099495E-6,1.7761894696831102E-5
trip,2.111627953053036E-4,4.7021140234438E-6,0.002718023450597776,3.4750027017191337E-4,1.6051345513825102E-4,3.244614750667579E-5,0.00151451192436463,4.9181061553541216E-6,4.338254298690641E-4,1.7761894696831102E-5
tripoli,4.7185760432419697E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,9.837449888580188E-4,1.7761894696831102E-5
troop,8.62899817852537E-4,1.457655347267578E-4,7.215991461764009E-5,8.019237003967232E-5,8.221420872934809E-5,3.244614750667579E-5,0.0013162124907326,4.9181061553541216E-6,8.615406424160287E-4,1.7761894696831102E-5
troubl,2.6069480901889335E-7,4.7021140234438007E-7,3.4361864103638133E-7,3.8186842876034435E-7,3.914962320445147E-7,3.2446147506675794E-6,4.4642159996410787E-4,7.382077339186536E-4,4.894284075001695E-4,1.7761894696831101E-6
true,2.6330175710908226E-4,1.457655347267578E-4,3.779805051400195E-5,3.818684287603444E-6,4.3456081756941133E-4,3.244614750667579E-5,5.72589614612487E-4,1.0328022926243655E-4,5.56029776311054E-4,1.7761894696831102E-5
truli,2.867642899207827E-5,9.874439449231981E-5,1.0652177872127821E-4,4.2005527163637885E-5,4.306458552489662E-5,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,3.116210834270742E-4,1.7761894696831102E-5
trust,1.5902383350152493E-4,3.808712358989478E-4,1.4088364282491633E-4,3.4750027017191337E-4,3.5626157116050834E-4,3.244614750667579E-5,3.7429018098045685E-4,4.47547660137225E-4,1.283145637640894E-4,1.7761894696831102E-5
truth,2.6069480901889334E-6,1.927866749611958E-4,3.4361864103638136E-6,1.5656605579174117E-4,1.2136383193379956E-4,3.244614750667579E-5,5.72589614612487E-4,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
tuesday,1.329543525996356E-4,4.7021140234438E-6,0.0011717395659340604,5.766213274281199E-4,3.9149623204451475E-6,3.244614750667579E-5,3.4950275177645306E-4,4.47547660137225E-4,6.721239054309445E-5,1.7761894696831102E-5
tunisia,3.675796807166396E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,2.5051891020607927E-4,1.7761894696831102E-5
turkey,3.675796807166396E-4,4.7021140234438E-6,2.096073710321926E-4,4.2005527163637885E-5,2.779623247516054E-4,3.244614750667579E-5,2.2556560575643424E-4,4.9181061553541216E-6,2.5051891020607927E-4,1.9538084166514214E-4
turki,5.4745909893967604E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,1.7599074734842672E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
turkish,2.6069480901889334E-6,4.7021140234438E-6,1.7524550692855445E-4,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.721239054309445E-5,1.9538084166514214E-4
turn,4.7185760432419697E-4,8.981037784777659E-4,7.250353325867646E-4,0.0012257976563207055,7.086081800005716E-4,3.244614750667579E-5,9.444010526725435E-4,9.885393372261785E-4,4.338254298690641E-4,1.7761894696831102E-5
turnout,2.867642899207827E-5,0.001227251760118832,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
tv,5.4745909893967604E-5,9.874439449231981E-5,3.12692963343107E-4,1.947528986677756E-4,1.2136383193379956E-4,3.244614750667579E-5,1.0162845973641542E-4,1.5246129081597775E-4,1.283145637640894E-4,1.7761894696831102E-5
twenti,2.867642899207827E-5,1.927866749611958E-4,3.779805051400195E-5,8.019237003967232E-5,8.221420872934809E-5,3.244614750667579E-5,2.4787429204003767E-6,2.5082341392306017E-4,6.110217322099495E-6,1.7761894696831102E-5
twice,8.081539079585694E-5,1.927866749611958E-4,2.4396923513583072E-4,1.1837921291570675E-4,8.221420872934809E-5,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,6.721239054309445E-5,1.7761894696831102E-5
twist,2.6069480901889334E-6,1.457655347267578E-4,3.4361864103638136E-6,8.019237003967232E-5,1.2136383193379956E-4,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
twitter,2.867642899207827E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,1.9966307834270249E-4,3.244614750667579E-5,5.478021854084833E-4,4.9181061553541216E-6,3.116210834270742E-4,1.7761894696831102E-5
two,0.0013582199549884344,0.002967033948793038,0.0023056810813541183,0.002867831899990186,0.00200054574574747,3.244614750667579E-5,0.0023820719465047616,0.0022180658760647086,0.003977751476686771,3.7299978863345314E-4
type,3.675796807166396E-4,2.398078151956338E-4,1.0652177872127821E-4,1.1837921291570675E-4,1.6051345513825102E-4,3.244614750667579E-5,5.205360132840791E-5,1.5246129081597775E-4,2.5051891020607927E-4,1.7761894696831102E-5
typic,1.8509331440341427E-4,5.172325425788181E-5,7.215991461764009E-5,1.947528986677756E-4,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,3.491855370301426E-4,1.283145637640894E-4,1.7761894696831102E-5
tyron,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.78234122753044E-4,1.7761894696831102E-5
uae,1.0688487169774627E-4,4.7021140234438E-6,2.096073710321926E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
udal,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,6.148081703041545E-4,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
uighur,1.0688487169774627E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,0.0012892558549629934,1.7761894696831102E-5
uk,5.4745909893967604E-5,1.927866749611958E-4,2.7833109923946884E-4,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,8.452513358565284E-4,1.0328022926243655E-4,6.110217322099495E-6,1.9538084166514214E-4
ulster,2.6069480901889334E-6,1.457655347267578E-4,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,6.93452967904931E-4,6.110217322099495E-6,1.7761894696831102E-5
ultim,8.081539079585694E-5,1.457655347267578E-4,3.4361864103638136E-6,2.3293974154381004E-4,2.779623247516054E-4,3.244614750667579E-5,1.7599074734842672E-4,1.5246129081597775E-4,2.5051891020607927E-4,1.7761894696831102E-5
un,0.001253942031380877,4.7021140234438E-6,6.563116043794884E-4,3.818684287603444E-6,5.128600639783143E-4,3.244614750667579E-5,3.9907761018446064E-4,4.9181061553541216E-6,7.393362959740388E-4,1.7761894696831102E-5
unabl,2.3723227620719292E-4,4.7021140234438E-6,1.0652177872127821E-4,2.711265844198445E-4,8.221420872934809E-5,3.244614750667579E-5,1.0162845973641542E-4,1.0328022926243655E-4,1.8941673698508435E-4,1.7761894696831102E-5
unaccept,2.6069480901889335E-7,4.7021140234438007E-7,3.4361864103638133E-7,3.8186842876034435E-7,3.914962320445147E-7,3.2446147506675794E-6,1.2418502031205886E-4,1.9721605682970024E-4,2.4501971461618976E-4,1.7761894696831101E-6
unanim,8.081539079585694E-5,4.7021140234438E-6,3.779805051400195E-5,3.4750027017191337E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,3.000044754766014E-4,6.721239054309445E-5,1.7761894696831102E-5
unclassifi,8.081539079585694E-5,4.7021140234438E-6,3.4705482744674514E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,3.116210834270742E-4,1.7761894696831102E-5
unclear,2.867642899207827E-5,5.172325425788181E-5,1.0652177872127821E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,5.409916770889534E-5,2.5051891020607927E-4,1.7761894696831102E-5
undercut,1.329543525996356E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
underlin,8.081539079585694E-5,4.7021140234438E-6,7.215991461764009E-5,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
undermin,2.893712380109716E-4,5.172325425788181E-5,3.4361864103638136E-6,4.2005527163637885E-5,4.3456081756941133E-4,3.244614750667579E-5,2.50353034960438E-4,2.5082341392306017E-4,6.110217322099495E-6,1.7761894696831102E-5
underscor,3.1544071891286094E-4,9.874439449231981E-5,1.0652177872127821E-4,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
understand,0.0011235946268714303,2.398078151956338E-4,3.8141669155038324E-4,5.00247641676051E-4,0.001648199136907407,3.244614750667579E-5,8.452513358565284E-4,6.442719063513899E-4,3.7272325664806916E-4,1.7761894696831102E-5
understood,5.4745909893967604E-5,5.172325425788181E-5,7.215991461764009E-5,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,2.751404641644418E-4,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
undertak,1.5902383350152493E-4,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
