S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,
0.2,0.2,0.2,0.2,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7333333333333334,0.06666666666666667,
0.2,0.2,0.2,0.2,0.2,0.6307692307692307,0.015384615384615385,0.015384615384615385,0.3230769230769231,0.015384615384615385,
0.7633802816901409,0.0028169014084507044,0.14366197183098592,0.0028169014084507044,0.08732394366197184,0.6788732394366198,0.0028169014084507044,0.0028169014084507044,0.31267605633802814,0.0028169014084507044,
0.04,0.04,0.44000000000000006,0.44000000000000006,0.04,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.911111111111111,0.022222222222222223,
0.028571428571428574,0.028571428571428574,0.6,0.028571428571428574,0.31428571428571433,0.48235294117647054,0.24705882352941178,0.011764705882352941,0.24705882352941178,0.011764705882352941,
0.00392156862745098,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.9843137254901961,0.5076923076923078,0.046153846153846156,0.002197802197802198,0.4417582417582418,0.002197802197802198,
0.9578947368421052,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.010526315789473684,0.43423423423423424,0.0018018018018018018,0.0018018018018018018,0.5603603603603604,0.0018018018018018018,
0.2,0.2,0.2,0.2,0.2,0.7081081081081081,0.005405405405405406,0.005405405405405406,0.16756756756756758,0.11351351351351352,
0.2,0.2,0.2,0.2,0.2,0.7846153846153846,0.015384615384615385,0.015384615384615385,0.16923076923076924,0.015384615384615385,
0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.8044444444444445,0.1822222222222222,0.3393258426966292,0.5865168539325843,0.0022471910112359553,0.0696629213483146,0.0022471910112359553,
0.44000000000000006,0.04,0.04,0.04,0.44000000000000006,0.7846153846153846,0.015384615384615385,0.015384615384615385,0.16923076923076924,0.015384615384615385,
0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7333333333333334,0.06666666666666667,0.018181818181818184,0.018181818181818184,0.018181818181818184,0.9272727272727272,0.018181818181818184,
0.022222222222222223,0.022222222222222223,0.911111111111111,0.022222222222222223,0.022222222222222223,0.7846153846153846,0.015384615384615385,0.015384615384615385,0.16923076923076924,0.015384615384615385,
0.04,0.04,0.04,0.8400000000000001,0.04,0.018181818181818184,0.018181818181818184,0.018181818181818184,0.9272727272727272,0.018181818181818184,
0.33134328358208953,0.0029850746268656717,0.0029850746268656717,0.06268656716417911,0.6000000000000001,0.396078431372549,0.3568627450980392,0.04313725490196079,0.19999999999999998,0.00392156862745098,
0.04,0.04,0.8400000000000001,0.04,0.04,0.2,0.2,0.2,0.2,0.2,
0.31428571428571433,0.028571428571428574,0.6,0.028571428571428574,0.028571428571428574,0.41333333333333333,0.013333333333333334,0.14666666666666667,0.41333333333333333,0.013333333333333334,
0.028571428571428574,0.8857142857142858,0.028571428571428574,0.028571428571428574,0.028571428571428574,0.3247311827956989,0.389247311827957,0.023655913978494626,0.26021505376344084,0.002150537634408602,
