,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6
moment,2.9268042399595154E-4,6.578636060126497E-4,9.674997484500652E-7,2.490292838515467E-7,7.325398522180471E-4,1.201068470511367E-6,3.915949771310429E-4,4.57480576546527E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
momentum,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,1.0294199318755255E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
monday,0.0024874178144005206,6.572063996130369E-7,0.002903466745098646,2.490292838515467E-7,0.0014647136175534269,1.201068470511367E-6,2.67936659571702E-4,2.0587254964660968E-4,6.624306435116243E-7,1.3199716998067561E-6,0.0010190508007773508,5.359843049231309E-4,1.4396940937989497E-6,0.0010365643353883605
monetari,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,7.214432343607883E-5,1.0294199318755255E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
money,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.892768453345243E-4,5.032274905283302E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0016068820170572586,1.4396940937989497E-6,2.0727141279511305E-7
monica,2.9268042399595154E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,8.244918323269057E-5,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,6.220215097981342E-4
monitor,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.133637626225258E-4,1.7156236416025728E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
monro,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0304859796611746E-8,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,0.0020729213993639253
month,5.365401340409037E-4,0.0026294828048517606,9.674997484500652E-7,2.490292838515467E-7,0.006223843092233393,1.201068470511367E-6,0.001277812919639653,0.0013609821276871395,6.624306435116243E-7,0.002641263371313319,0.0030561338608020403,0.002142330873124323,1.4396940937989497E-6,2.0727141279511305E-7
monthli,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,2.2884893719397028E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mood,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.2366862241913756E-4,4.575835071029861E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
moral,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.133637626225258E-4,2.516194636284128E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
moratorium,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.06200244530201E-5,1.0294199318755255E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
moreov,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,8.006853619665098E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mormon,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.4427834201236105E-4,1.1436728495450789E-8,6.624306435116243E-7,0.002641263371313319,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
morn,0.004194435784715186,0.0026294828048517606,0.0019359669966485806,2.490292838515467E-7,0.0014647136175534269,1.201068470511367E-6,4.7403385550393685E-4,1.944358211511589E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.359843049231309E-4,1.4396940937989497E-6,2.0747868420790814E-4
morocco,1.951365399779707E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,7.214432343607883E-5,2.2874600663751125E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
moscow,1.951365399779707E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0304859796611746E-8,1.7156236416025728E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mosqu,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,8.244918323269057E-5,1.1437872168300334E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mostli,2.4390848198696112E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0305890282591406E-4,1.7156236416025728E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,4.147500970030212E-4
mother,4.8771942008990424E-8,0.0013150700056256865,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.2976581835137244E-4,2.4018273513296204E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
motion,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0305890282591406E-4,4.575835071029861E-5,6.624306435116243E-7,0.002641263371313319,5.092707650061723E-7,0.0010714331609901948,1.4396940937989497E-6,2.0727141279511305E-7
motiv,4.8771942008990424E-8,6.572063996130369E-7,0.0019359669966485806,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.0610750079203154E-4,2.2874600663751125E-4,0.003975246291713258,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mount,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.153460384285534E-5,1.3725217867390492E-4,6.624306435116243E-7,1.3199716998067561E-6,5.097800357711785E-4,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mountain,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,1.3725217867390492E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mourn,4.8771942008990424E-8,0.0019722764052387235,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,4.12297440462436E-5,5.71950792057494E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mousavi,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,7.214432343607883E-5,1.829990926557081E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
move,0.001609522858238693,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.0010986267348857368,1.201068470511367E-6,0.001164459461876924,0.0011551210147690253,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,0.008639604256887498,2.0727141279511305E-7
movement,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.789719855379125E-4,3.659867485829207E-4,0.0072873995092713785,0.002641263371313319,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
movi,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.133637626225258E-4,5.71950792057494E-5,6.624306435116243E-7,1.3199716998067561E-6,5.097800357711785E-4,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
moynihan,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,7.214432343607883E-5,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mp,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.002562974265556496,1.201068470511367E-6,1.545832018089728E-4,6.86318077012002E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0016068820170572586,1.4396940937989497E-6,2.0727141279511305E-7
mr,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.0010986267348857368,1.201068470511367E-6,0.0016590927321142876,5.261009475192317E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
ms,8.779437281038367E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
mtg,0.002194786162346578,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,0.0014511071609785865
much,0.0029751372344904246,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.0010986267348857368,1.201068470511367E-6,0.0019167142270295813,0.0015668432406052537,0.004637676935224882,1.3199716998067561E-6,0.0020375923307896955,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
mullen,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.06200244530201E-5,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
multilater,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,0.006006543421027346,1.0315164656408356E-5,1.944358211511589E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
multin,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.092488424963185E-5,6.86318077012002E-5,0.0019879543611783846,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
multipl,4.8771942008990424E-8,0.0013150700056256865,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0305890282591406E-4,8.006853619665098E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
murder,4.8771942008990424E-8,0.0019722764052387235,9.674997484500652E-7,2.490292838515467E-7,3.664529695503574E-4,1.201068470511367E-6,1.6488806160558454E-4,5.375376760146825E-4,6.630930741551358E-4,0.002641263371313319,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
murdoch,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0305890282591406E-4,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
murtha,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.133637626225258E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
museum,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.133637626225258E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,4.147500970030212E-4
music,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,5.153460384285534E-5,1.1448165223946239E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
muslim,4.882071395099941E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.915949771310429E-4,8.005824314100508E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
must,2.4390848198696112E-4,0.0013150700056256865,9.674997484500652E-7,2.490292838515467E-7,0.0018308005002211165,0.003604406480004612,5.564727338768309E-4,0.0015782799691007043,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0010714331609901948,0.004320521975490647,2.0727141279511305E-7
mutual,4.882071395099941E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,4.12297440462436E-5,3.3167656309656833E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
myth,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,1.3725217867390492E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
n,9.759265595998983E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,3.4321622214847814E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
name,8.291717860948463E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,0.001112935162893865,6.175947754828381E-4,0.0013255237176667601,0.002641263371313319,5.092707650061723E-7,5.359843049231309E-4,1.4396940937989497E-6,2.0727141279511305E-7
nanci,4.882071395099941E-5,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.8549778119880802E-4,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.0010714331609901948,1.4396940937989497E-6,2.0727141279511305E-7
narr,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,3.915949771310429E-4,8.006853619665098E-5,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
narrow,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,9.275404302930232E-5,1.486889071693557E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,0.002142330873124323,1.4396940937989497E-6,2.0727141279511305E-7
natalegawa,1.951365399779707E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0304859796611746E-8,1.1436728495450789E-8,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,6.220215097981342E-4
nation,4.882071395099941E-5,0.0072299276021430174,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,0.003039943944860261,0.004048613324118075,0.002650385004690009,1.3199716998067561E-6,0.003565404625808213,0.0010714331609901948,1.4396940937989497E-6,0.003109278463339491
nationalist,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,0.0021968873828888064,1.201068470511367E-6,1.0315164656408356E-5,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
nato,3.9022430801393234E-4,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,6.183946363946708E-5,6.061580469873873E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0747868420790814E-4
natur,4.8771942008990424E-8,6.572063996130369E-7,0.002903466745098646,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,2.885463791649255E-4,4.2317039106017464E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,0.004320521975490647,2.0727141279511305E-7
navi,4.8771942008990424E-8,0.0026294828048517606,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.0304859796611746E-8,1.601256356648065E-4,6.624306435116243E-7,1.3199716998067561E-6,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
nazi,4.8771942008990424E-8,6.572063996130369E-7,9.674997484500652E-7,2.490292838515467E-7,3.6608688266768974E-7,1.201068470511367E-6,1.7519292140219628E-4,5.71950792057494E-5,6.624306435116243E-7,0.0066011784707335885,5.092707650061723E-7,5.354488560670639E-7,1.4396940937989497E-6,2.0727141279511305E-7
